x,y,F1,F2
0.29958149979378845,-2.044322400018123,32.25,11.978
3.1042469775087866,-1.5182811629347868,14.819,37.53
0.2708644537032914,-0.5939232411089899,44.446,10.863
-0.900162028100473,0.3398495861670776,32.804,6.205
1.774239142799356,-0.6648195881508547,11.475,22.906
-0.4475097420851504,0.33963445342844345,33.64,8.31
0.15277782136030815,-2.457228563377132,25.27,12.064
1.4773523860683282,1.9849585859929384,2.383,28.957
0.3750925656447448,2.316749475048767,3.384,22.392
0.911750948522255,1.8582950233303208,1.115,23.472
0.343548879192495,-1.6481221114176552,39.46,11.599
-0.8428349322685316,1.0215815731018614,16.83,8.74
2.6852265701500455,0.9596969334617222,2.237,36.162
0.08229547067474963,-1.3942009827363626,49.842,9.656
-0.12834362032547464,2.7329713643648503,9.492,22.181
2.871787301412689,-1.0637221507973624,12.57,34.482
0.6110342481680919,-2.427400556551206,17.294,15.077
0.3397506347397079,0.13512144134581616,28.237,12.442
-1.121978859059384,-1.210753345951932,57.689,3.571
2.416782783787742,1.7790541657333847,7.146,37.065
-3.0147234160840006,-1.566841779839577,16.591,0.322
-0.11925953420877411,-2.795528404486694,21.452,11.523
-2.567178127103084,-2.2365552528922166,17.359,1.716
-1.1982239995342114,-0.08953605747058502,41.228,4.075
2.63067923233724,0.6429903945855662,1.383,34.404
1.4613368356340661,3.077933189264776,2.481,36.533
-2.3780827600172625,1.8486227415919938,4.561,8.501
-2.0413379919978976,-0.8193202204464938,35.236,0.952
-0.8237836598927375,1.7292453813599336,9.016,12.185
-2.9011828874732983,2.7755170404256173,9.241,14.264
0.14708029017364588,1.8693566986688905,5.039,18.137
2.2478389231073397,1.7181096377582552,6.121,34.928
-2.166767252659283,0.32884105739274716,13.193,2.46
2.8953704573043293,1.746603789561668,7.343,42.299
-1.831832144184796,-0.1887130866090776,30.355,2.023
-1.1578465382381482,0.7094692644482539,20.831,6.316
-2.2663153899824477,-1.4528793439055294,30.448,0.743
2.559070195753373,-2.3883801832048226,7.57,32.831
-1.2532480371698855,2.4641780439813257,9.112,15.052
2.0880530601657457,0.8200060729343455,1.096,29.201
-1.315840742742927,0.8279774602821597,16.584,6.178
2.7839214380643584,-1.4427151414929784,12.117,33.65
-2.8214363407981273,-1.2001688892440976,20.004,0.072
2.6303533602671347,-2.1207177411520393,8.785,32.957
-0.7564381999410821,-2.413095648744303,35.772,7.03
1.2053845395515,2.982704455435142,2.069,33.547
-0.5350188314669868,-2.56804468301572,30.934,8.535
0.968334880182403,0.03639754160228614,16.63,16.822
-1.4946455501196154,-2.6119978312273284,25.542,4.865
2.481996577622426,3.070290720503495,7.818,46.62
-0.1146523163662665,-2.2045188928632333,36.384,9.776
2.9198850429213987,2.830681850204125,9.661,49.719
0.5307448354349997,2.724363419771602,3.833,26.337
0.08861500175008485,1.440459089353272,7.97,15.495
-1.4291427114782456,-2.2417904379684175,34.954,4.01
-1.2027903378464062,-2.8744880032631106,22.503,6.744
1.8518830207541361,-1.6614650847592547,10.348,23.978
1.6788446255591376,-1.831236013812631,10.271,22.583
0.6583183028262525,0.5854093574227925,12.847,15.897
3.0054611380951286,-1.9362963437917475,12.125,36.942
-3.0034522696938013,-1.5642499097746752,16.745,0.318
2.420689219579132,1.8180588608770867,7.381,37.325
-1.1314859456159536,1.5543851977341623,8.895,10.016
2.7139220286873478,1.3762596873247137,4.825,38.296
0.25510671123905526,-1.7511022523268713,39.746,11.16
-1.6407859580606878,0.47453993862485966,19.185,4.022
2.023481567007927,2.671355861449623,6.174,38.714
-0.9638951927445261,-1.849386800564066,49.995,4.867
-0.539234109272833,0.47597505086289393,30.099,8.234
2.5457773111081465,-1.1053667091798363,10.807,30.767
-2.8143392064897843,1.7762238585406864,5.649,7.742
0.5038149589451564,-3.0509564578276356,8.634,16.483
0.9782047045949902,1.5413847979903395,1.391,22.285
0.8561188687021817,2.9730569351615976,3.107,30.655
-1.6119926905861317,-2.046211803456128,36.356,3.021
2.040784567606435,-3.1313003372610475,5.101,29.952
1.2677851156851556,0.918023184983884,2.341,21.893
0.5100852940933511,-2.1221167273334594,25.713,13.58
-1.985501194795478,1.4606876315621946,4.28,7.084
-0.5768671502657607,-2.9233271234751452,22.401,9.571
-2.028455158751526,-2.0111840721349314,29.041,1.966
1.462738422347945,0.3365248353400041,5.2,21.702
1.9128177580705863,2.258148389956564,5.716,34.751
-3.124305811077162,1.2431862411429577,3.503,5.047
1.1111337316501064,-2.8178117149967643,5.085,20.206
2.253549238549966,1.5679608236552394,5.231,34.194
3.0824525131039797,-1.4981442165185725,14.638,37.244
-1.3894755030309087,-0.4471458579288061,46.045,2.899
1.3650486644635924,0.845811549091688,2.181,22.461
-0.1863586049731838,0.4445887087817315,28.83,10.003
-2.262765505483846,0.9904653919257509,4.487,4.505
-2.4172451307860516,-0.9329444707002024,26.962,0.344
-0.6682021802279259,1.2614934974971046,13.44,10.552
-2.6217114262238432,0.18681034907853178,8.994,1.552
-0.890661909295666,-0.1462809758559276,46.63,5.178
-0.34664083142168955,0.9532234444188274,18.034,10.855
2.909898052134271,1.4384565912690146,5.16,40.873
0.2789237419354005,1.0807790957458216,10.286,15.081
0.526265107259448,-1.0988044153311,40.104,12.444
0.3407384305238801,2.13764444313978,3.411,21.005
2.1651013678105455,0.8759099453139116,1.292,30.197
1.2802088973260712,0.9212025401582018,2.258,22.011
-1.939147158355198,0.0870794993582873,22.019,2.307
-1.239962337271434,0.6598502207398078,21.0,5.853
1.5842262435044452,0.9574945129716612,1.167,24.847
1.9003155018172029,0.02858904659463546,4.596,25.071
0.6343570271659291,2.1585264529978847,1.798,23.185
0.9082097278767005,2.0951307568282695,1.048,24.854
-0.3159285350615866,0.7279496695824652,22.744,10.19
-0.5853995628045245,-0.5961339571552813,57.714,5.993
0.3399999440984387,0.25813819564860685,25.355,12.739
-2.7317808142998135,2.834944037682811,9.036,14.779
-3.056294688613434,-1.55187726159988,16.127,0.308
0.07267178988377676,0.3985550003080167,26.675,11.397
2.4512721952385768,-2.2731452735939754,7.377,31.337
1.107697065177959,-0.7771763164179077,23.599,16.923
-2.913641283708543,-2.0663228536636153,14.846,1.145
1.0432382543081795,-2.2140990539633885,13.423,17.822
-0.43044799169628245,-1.5668794540499942,55.758,6.924
-2.5035584032398837,-1.831161855454262,22.575,0.937
2.9643686424583384,2.5108137590672266,9.913,47.9
-1.2088368487362318,-2.8487450610559546,23.012,6.626
1.8683236318538992,-1.1741884592684475,12.078,23.731
0.18699815878466453,0.7062856766574517,17.909,13.068
-2.2848211423769826,1.8051636052591125,4.262,8.38
3.1154684762679974,-1.2238266494099639,15.239,37.449
-1.774506079785089,0.9515693361269495,9.195,5.31
-2.648910890423218,-0.2413620086297863,14.624,0.699
-2.607266591458275,1.9103444577783275,5.502,8.624
-1.9691695476932678,2.8214798087308655,9.358,15.666
1.8116230815741678,2.0820372267093177,4.748,32.651
2.6047197094171013,-1.7259246695853316,10.244,31.94
-1.1120425082244174,1.887014170936392,7.776,11.899
1.820314531953426,2.293488922937718,5.024,34.083
-1.92822170278519,0.4382450839910601,15.099,3.217
1.0094105315986486,-0.17368505883236285,19.138,16.758
2.0521674727726955,0.6110554813222828,1.073,28.12
1.3312684465399451,-2.2668632519790277,8.969,20.365
-1.9943574586697694,1.930153951071408,4.66,9.597
2.381414489847425,-1.2125758948564813,10.527,29.005
2.236093931254776,-2.6018719687001752,5.735,29.983
2.691316467497786,2.3017333963275455,9.749,43.293
0.6423462163345097,0.4934568961744503,14.733,15.497
0.07670588396682865,2.040294800311667,5.212,18.71
1.5216324456331627,-2.042620833789865,9.608,21.532
-1.7440684706763898,2.814256226827866,10.146,16.126
1.2768230818260626,-1.281753355390402,19.985,18.371
1.838109565041627,-0.7101471704156901,11.133,23.491
1.876108788688219,2.723312036419193,4.989,37.639
2.7189297241293735,2.862485780075514,9.289,47.625
0.49607001663177686,-0.793610422797915,40.301,12.265
-2.547961732518176,2.6406961654769665,8.141,13.459
-2.2219446324021668,1.4313075016986438,3.551,6.517
2.871083181783945,0.7608845039960164,1.76,37.57
1.7441761993783063,1.088729149200132,1.219,26.87
0.08725805286647637,-2.5055898049949845,25.241,11.798
-1.4577171331215821,-0.6826705117712057,48.516,2.479
-1.1656268495215,-1.3247998547533266,56.283,3.47
-0.09698528633977643,0.359445743085006,30.071,10.276
-0.13507258137379807,-2.5460706963595587,27.643,10.598
3.010427609372443,-1.9421274308465122,12.138,37.013
2.2712722227558864,3.057568580096289,6.732,44.25
-3.032697674853829,-0.9455091873147645,16.078,0.004
-2.8083042876478737,1.8404358974058104,5.966,8.105
-0.14475443900250973,-2.2758961057592426,34.926,9.78
2.773095883623669,0.7449463962228116,1.641,36.373
-0.4441980572113895,-2.2159852108420504,40.078,8.011
1.1271655184830838,-2.6309111171225354,6.802,19.693
-1.4893192714313301,-0.3461743631799652,41.756,2.71
-2.215727726312843,3.0512053571211677,10.406,17.027
-1.3705440926615642,2.4710015433707637,8.746,14.703
0.910937591188814,-0.2839918580407308,23.077,15.808
-1.5338747820808085,2.586704535658976,8.998,15.014
1.940804921109768,1.950239796987649,5.353,33.115
2.6654842560351097,2.2971234258773956,9.706,42.969
-0.41267725354056584,-3.1214540636569312,17.526,11.195
1.200970071629091,-1.3593171336043621,21.097,17.777
2.2559454140247652,1.2644950017666972,3.282,32.753
-1.4308068796809852,-0.4053092171156445,44.302,2.816
-3.062570081485792,-0.15963495019002094,8.504,0.71
-1.8321846382850162,-2.6810346264586764,20.19,4.19
0.06393360206815313,1.9345740940274965,5.447,17.999
-2.064717372159174,-2.8721257311728574,14.954,4.38
2.5544652650994424,-2.628227809920044,7.212,33.503
-0.44809920106907253,-1.7928469543423249,51.223,7.141
-2.1169860069837716,2.0727878379080593,5.087,10.222
1.7163045489442776,0.8500029099985058,1.11,25.666
-1.1535634651424338,2.0335335912737076,7.644,12.612
-2.973570309655632,1.0533790261404326,2.577,4.217
-2.8697401440046777,-1.7542051813364714,17.554,0.586
-1.6706415792307514,2.905454457578971,11.43,17.02
-2.4890935509972794,3.04083216979162,9.712,16.589
-1.6749847452450306,-2.475885709878958,26.146,3.934
-2.2636627401297575,-2.9721273653713634,12.429,4.431
1.0987732228008342,-0.08690610884498318,15.966,17.634
-0.40835698946355903,-2.515262953643349,31.486,9.013
1.7157422523140697,-0.4441096458394549,10.421,22.547
-2.0085183277066636,-0.3492231986988985,29.375,1.407
3.0752473951272075,1.7928583676808945,7.224,44.709
1.8414749179276253,-1.4870475732882384,11.387,23.677
0.7201946843496794,-1.9047850416617123,25.199,14.658
-1.530432815750345,2.897422621615484,12.075,17.35
-3.039518407227502,1.878574564988437,7.136,8.288
-1.5135869833752906,-0.5282568118623825,44.787,2.432
-3.0825669307471646,-0.17235995736575171,8.461,0.692
-1.9378852191831584,-0.8985500397817678,38.574,1.138
2.169507554787142,-2.0601619095211676,7.37,27.848
1.6871678361898033,-0.08710893337122538,7.273,22.803
0.855636828031876,2.4581429461576585,1.386,26.825
2.942701673077363,0.8782421982067303,2.059,38.843
-1.097885929130996,-0.18733951797654402,45.324,4.278
-0.7619301653450834,-1.9096709429814556,49.457,5.836
0.8651247169354024,1.3488183588573603,2.483,20.456
-0.7326846675943952,-1.2555428164930602,60.822,5.206
-1.9394542526699523,1.155432294285628,5.758,5.771
2.2319362567058647,-2.488985444976244,5.904,29.59
2.0695175270662567,-2.87057237806469,4.902,29.199
-0.6249108403530581,-1.3245448430518838,60.238,5.746
1.1339074323024851,-0.8126203008684181,23.168,17.124
-0.7527589618901791,2.3755493783172783,9.412,16.444
2.101613576835394,-1.4433726796101822,10.352,26.223
-1.686280351963303,-1.2832411944686144,45.602,1.806
2.8666366001718044,-2.5295269235643847,8.875,36.757
0.37697707063335306,3.104697251271287,8.543,28.253
1.5624980554189145,-2.3344915600597043,6.555,22.597
-1.7887710146251183,0.4628140886870433,16.942,3.607
-0.4568283004048297,0.017990882028763533,42.873,7.504
2.111714530200951,-1.3177881252144796,10.632,26.231
2.3869254933917796,2.5693178920291366,8.705,41.759
1.1691622790606049,1.6444330238683236,1.082,24.375
1.526090052317624,-2.803176561819577,3.595,23.737
-2.004504016013942,3.094589200927124,11.706,17.757
1.7344927512921355,-0.9124542055572054,13.07,22.423
-0.6237710738959859,-2.2752296783386874,39.425,7.273
-0.8869785990404364,-1.7540910189588301,52.659,5.034
-2.2755300222115933,2.3699213383875417,6.51,11.881
-2.9187252520009883,-0.6567083949348782,15.545,0.124
-1.7222351973493002,2.6688724072177976,8.949,15.093
-0.6725683924976762,-1.641832151813401,55.532,5.829
-2.074171593139077,0.9815034582365945,5.941,4.784
0.577905968077367,-0.9987385304962504,38.703,12.801
-0.873853329879998,-2.1945949767512647,41.612,5.948
1.674347038417543,-2.7158371050896375,3.936,24.794
1.6106207027136508,-0.998123762621538,14.79,21.258
0.7758235408346512,-2.266277893102308,17.246,15.86
0.08777709846784809,-0.007851780782354378,36.796,10.519
0.9171316017082844,-1.4232072778937184,27.214,15.523
-2.4640423524644417,2.2287757263564645,6.369,10.712
2.320090040287927,-3.0381449773912057,6.493,32.457
1.0876966783994835,0.23825655925372047,11.269,18.243
-2.8746575448832075,-0.4486795194208275,13.977,0.32
-2.9963382306803052,2.247781139959306,8.585,10.548
-1.6948509907262344,2.0872779909599313,5.763,11.235
0.9830429653435466,-2.027831081265121,17.416,16.921
-2.7644696231123236,1.3223606851131953,3.275,5.449
-2.4580178202567735,-0.25906234380901383,18.146,0.843
0.13310928730858063,-1.3801117938721703,48.8,9.961
-1.6795354918613508,-1.0246754511849212,45.978,1.744
-0.10390262051947774,-1.9961767410116693,41.689,9.38
0.6034035724695479,-0.23464846071125667,29.915,13.57
1.1451967557341742,0.7733376621309591,4.192,20.327
0.562412088347831,1.3079127815500868,4.956,18.017
-2.1619494000747297,-1.0808352353532125,33.664,0.709
-1.2833012792722986,1.7526070382803152,7.266,10.524
1.6328616417641273,0.37005345583673677,3.526,23.34
-2.1120595356659555,0.3915284700828221,12.985,2.725
0.6973420248877247,-2.082553160031554,22.35,14.842
-0.9837938545831699,2.2713237567683384,8.734,14.767
1.0048983950727326,1.222480768952109,2.297,20.979
2.8486951078384806,2.144384974812999,9.414,44.094
-0.4775882902500652,-0.851449175237895,60.293,6.385
1.7859283249131268,1.323997468788968,1.975,28.306
0.03783175439318809,-0.4979780795547364,48.475,9.48
-2.421555171842162,2.2008243935606275,6.124,10.58
-1.9229139868102751,3.1224557273867095,12.465,18.155
2.473117874621181,-1.2663258601741492,10.719,30.026
-1.5555608930272409,1.6701156532290966,6.014,9.216
-0.8069392186179294,1.7546161755290672,8.932,12.397
-0.9309875989213667,1.5631261240476615,9.708,10.85
-1.9604460063949216,3.1329528273925815,12.36,18.162
2.679856262984768,-0.12714245252165624,4.968,33.023
1.2957190783357007,-0.7562370320459522,19.334,18.513
2.2246839554369098,1.0618996740354225,2.084,31.549
1.2688862539080832,2.416864134569157,1.639,29.898
-0.9842956319710536,0.12344944543278924,38.208,5.325
-2.904438739851979,-0.8560908348036858,17.356,0.03
0.7338424958256193,2.8621701702705504,3.209,28.858
2.305628714367888,2.570604957822871,8.261,40.899
0.507576256830145,-2.927452095407912,10.274,16.018
0.9163396194273679,-0.9573081414169291,29.126,15.34
0.0567295878941243,-2.471110665663809,26.602,11.508
-0.7606868654240997,2.041142338310771,8.439,14.263
2.339102888855537,2.4048714799921145,8.614,40.099
-1.0064393987852807,-0.21514772144394456,47.241,4.59
-0.48020292085335026,-3.035090523777817,19.582,10.491
-1.755679620271102,-0.30188560695718447,34.561,2.036
-2.889751681581781,-0.5908589786960716,15.313,0.18
1.347812030792661,1.3242494001132847,1.147,24.306
0.11316866363133204,1.2612095831749155,9.644,14.805
-2.045197939719012,1.4283282984895544,4.088,6.808
-2.1781775897508453,-2.1844732128535176,23.636,2.078
-2.1810694065778744,-2.6014843786324136,17.438,3.235
-1.639727481042736,-1.1319917997444904,47.142,1.868
-2.998296894937994,-0.8405701668400023,15.92,0.025
0.8948491612649594,2.9758583352951185,2.915,30.977
-0.10815973205525653,1.7093906852479153,7.393,15.704
-2.6243878935347773,2.693510483064885,8.473,13.783
-1.1828773977710378,0.5970992780076574,23.153,5.853
-1.5042152526513666,0.13300119085497952,29.809,3.521
2.5967064847925396,-0.640610258111288,8.852,31.452
1.1919771414982767,2.8035861633345087,1.705,32.04
-1.0712611117527722,-1.8458087669895087,49.096,4.435
0.4748984779464176,-0.9386860287847174,41.577,12.079
-0.9348082743174295,-2.4372411809407035,34.722,6.331
-1.4013179373594622,2.0042042067277155,6.648,11.581
-2.9227892309555856,-0.3559400297540076,12.266,0.421
1.9995709289909795,0.3683356535382476,1.904,26.868
2.013420440127681,2.361141767456542,6.495,36.432
-0.15178726691139577,-0.20454233814619105,45.759,8.745
-1.4586093778845994,1.9893704771628924,6.39,11.312
-0.3440384014451521,1.1116122159124604,15.144,11.513
-1.3746656513509343,2.169264439083512,7.16,12.686
2.1563528876052347,-0.9596269428869668,10.304,26.59
-1.655326830479607,1.440726122564862,6.185,7.765
2.6226658636076188,-0.3426228596080789,6.601,32.047
0.7167898461330826,-2.2874016114710343,17.985,15.472
1.176160012282713,-2.2455684749836218,11.036,18.992
-0.562184393060821,2.5846689150634505,10.545,18.793
-1.97277211885729,2.0822077250404387,5.172,10.555
-0.004436737761396969,-0.5134977187419514,49.605,9.21
-0.18889137324642968,2.270229687351721,7.109,18.597
-0.4262410143097517,-0.9320617203727362,60.377,6.629
-1.6198154998112384,0.3504459638472852,22.325,3.729
-2.8775672736292717,-0.9308161502602772,18.221,0.02
2.041533997226158,1.1619145878881119,2.1,30.091
2.5738550870382566,-0.8178807825893069,9.865,31.101
-2.1884361714375697,-0.9545386629650792,32.494,0.661
-1.746874914165143,-0.340517482468103,35.567,2.005
1.382349333972332,0.5893482565381287,3.685,21.731
0.5422120341561296,2.874663745237778,4.699,27.56
-2.4645825732852398,1.6272805216654262,3.898,7.189
-0.8146899008028567,2.838646298341552,13.69,19.511
-0.06011323519058642,-2.4303486233319593,29.532,10.689
0.5248534530486113,0.31500257435099144,20.431,14.154
1.4672342639307256,-3.0896474276119554,2.675,24.323
1.1638661506793726,0.7978741737719441,3.832,20.57
-2.607613813778851,1.379208773573775,3.276,5.815
-3.1371803794363866,1.9094547037420337,7.671,8.484
0.6364616540213537,2.390510570754877,2.031,24.719
1.930774224646978,-3.051635346687147,4.354,28.522
0.10190169182884823,-0.8591281539992508,51.202,9.642
0.23760002914351874,0.6920402630423936,17.478,13.345
-1.5699107333625932,3.1319272903632767,14.932,19.118
-1.127463306772455,-2.976725826697028,20.828,7.414
-2.5393974997798945,-2.210562817323966,17.989,1.678
2.2031512401082907,-2.2610525402395156,6.517,28.663
-0.39344634374907805,0.5075829991385232,28.747,9.067
-2.6545079610551507,0.4004820059442089,6.162,2.081
0.11479318686646067,0.7162028152185438,18.686,12.647
2.8646664867434204,1.9261363862255187,8.455,42.957
0.8084808713329972,2.17251966103941,1.227,24.569
3.0696863212799634,2.3460860318278263,9.552,48.037
-2.708947567036353,2.050758431243737,6.562,9.392
2.8920888050985845,0.5577772344558287,1.798,37.143
0.9191271978626876,1.1223089338239225,3.402,19.864
-2.9774297312259326,-0.8285854690249961,16.123,0.03
-2.868691412387545,-0.9378833361469692,18.398,0.021
1.6119084901578349,0.9958048564999435,1.111,25.253
-2.9411516925740657,2.99983237759713,9.491,16.002
-0.774278901910773,2.632958156315663,11.353,18.152
2.194779125793949,0.9212339373365994,1.466,30.677
-1.295378673362073,-1.9891458607328207,42.922,3.884
-0.7773362328455833,-0.4051511116726587,53.752,5.294
0.24810858837321703,-0.9664652582737792,47.924,10.551
-1.0761138513962498,0.12375322675356726,37.136,4.964
0.8977004460095008,-0.9558209431341091,29.624,15.194
-2.945999619873817,0.36690257418811667,4.273,1.871
-0.669258857487542,-2.912412249722451,22.94,9.09
2.3010431675321756,2.556971551741153,8.257,40.753
0.5980572552185714,1.3286758574129767,4.495,18.369
-2.599757138014636,-0.6985461191486801,21.251,0.251
0.32646745756265094,-0.33393145633064414,38.803,11.509
1.6628493948858205,-1.645960310862254,11.892,22.159
2.2847093591484695,-2.801991732665442,5.925,31.175
-0.6586997942452553,2.6063917337311775,10.968,18.488
2.1203953398314725,2.2321683350367145,7.207,36.665
-2.9783253845708986,2.6544041083899463,9.302,13.355
-0.20115930504236257,2.996122543407794,13.221,23.803
0.761553553625792,-2.955774766891034,6.833,17.974
-1.3137259595356368,2.2942630365487533,7.898,13.696
0.48297415670523147,-2.8399198960488987,11.961,15.516
2.9427186673523043,0.7363986488056016,1.806,38.331
-2.8438283702081306,-2.061330977181596,15.66,1.151
-1.7050798703044479,-2.836349076677591,18.854,5.049
1.9695890011220616,1.9516041208972714,5.554,33.409
-2.066583836954949,-2.8927296723553266,14.677,4.454
1.8743132324841314,-0.8083052731563671,11.322,23.796
0.9946346177756951,-2.375732005455281,11.709,17.85
-1.497842527003134,0.3766482949652561,23.854,4.152
-2.144484755991989,-0.5647231902703052,29.628,0.921
3.0228540036199227,-3.0557217675400317,9.223,40.501
-0.7705908326165085,-2.081052894423006,44.966,6.139
-0.34883280593946253,2.0938616970081725,7.635,16.601
0.4538349162155546,1.756536076383858,3.29,19.527
-0.8691932320662268,1.7693685317045658,8.766,12.21
2.3426879290412135,-0.06703908705509942,4.057,29.415
-2.736348191269883,2.7415136696913747,8.839,14.068
-2.698731645994852,-2.1841908359072115,16.295,1.493
-3.048095089622209,-2.495257342951205,11.057,2.238
-2.832370040458186,0.9469904263338123,2.513,3.819
-2.366784449004732,0.8226438603490251,4.839,3.723
-1.0285080172556849,2.5395121984718925,10.311,16.415
2.3854263736145898,2.6067510488249646,8.633,42.011
-2.0767786360080827,1.4243757246899635,3.974,6.73
0.7101599505900333,1.2241430719993458,4.336,18.712
2.139660933943384,1.7428802095286047,5.718,33.94
-1.513488257705053,2.0115850846304006,6.207,11.279
3.026128205430406,1.40965203473937,4.772,42.121
3.1008786135462554,1.4517319306778864,4.897,43.232
-1.2277149960948641,-2.1996029994884694,38.661,4.58
3.1251204400920214,-2.9333114820411224,9.454,41.255
0.0919339306013125,1.3674058947241798,8.651,15.165
2.8197505381163994,-2.478902745637717,8.732,36.057
0.44686119856206474,2.7374984161123885,4.558,25.85
1.1573327040023607,-2.320534259542197,10.272,19.027
-1.030520369092502,-1.7722267962840361,51.138,4.475
-2.853496592074995,-3.049537985455814,9.924,4.222
